0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.280000000000000027e-01,-3.099999999999999978e-02,-8.999999999999999320e-03
2.369999999999999885e-01,2.859999999999999765e-01,-5.450000000000000400e-01
-1.559999999999999998e-01,1.100000000000000006e-01,-5.889999999999999680e-01
-1.199999999999999956e-01,-3.099999999999999978e-02,-2.100000000000000130e-02
-2.330000000000000127e-01,2.020000000000000129e-01,-6.430000000000000160e-01
-3.479999999999999760e-01,1.140000000000000041e-01,-9.609999999999999654e-01
-5.999999999999999778e-02,2.640000000000000124e-01,6.390000000000000124e-01
-8.400000000000000522e-02,3.549999999999999822e-01,7.850000000000000311e-01
-8.799999999999999489e-02,4.869999999999999885e-01,9.270000000000000462e-01
-3.390000000000000235e-01,3.109999999999999987e-01,6.500000000000000222e-01
-3.150000000000000022e-01,1.769999999999999907e-01,2.369999999999999885e-01
-1.700000000000000122e-01,3.489999999999999769e-01,1.849999999999999978e-01
1.980000000000000093e-01,2.179999999999999993e-01,7.239999999999999769e-01
3.300000000000000155e-01,-1.610000000000000042e-01,5.350000000000000311e-01
5.100000000000000089e-01,-1.839999999999999969e-01,3.260000000000000120e-01
5.779999999999999583e-01,-1.880000000000000004e-01,2.500000000000000000e-01
6.270000000000000018e-01,-2.179999999999999993e-01,2.399999999999999911e-01
6.420000000000000151e-01,-2.510000000000000009e-01,2.409999999999999920e-01
6.460000000000000187e-01,-2.839999999999999747e-01,2.520000000000000018e-01
6.179999999999999938e-01,-2.929999999999999827e-01,2.479999999999999982e-01
-2.159999999999999976e-01,2.049999999999999878e-01,-7.029999999999999583e-01
-2.069999999999999896e-01,1.130000000000000032e-01,-6.119999999999999885e-01
-1.000000000000000021e-03,5.959999999999999742e-01,9.040000000000000258e-01
4.200000000000000261e-02,4.939999999999999947e-01,9.799999999999999822e-01
-2.400000000000000050e-02,3.790000000000000036e-01,1.439999999999999891e-01
-3.699999999999999817e-02,2.459999999999999964e-01,5.600000000000000117e-02
-7.199999999999999456e-02,1.930000000000000049e-01,4.399999999999999745e-02
-6.500000000000000222e-02,1.189999999999999947e-01,-1.400000000000000029e-02
-6.199999999999999956e-02,1.150000000000000050e-01,-1.499999999999999944e-02
-3.719999999999999973e-01,1.839999999999999969e-01,-1.092999999999999972e+00
-3.900000000000000133e-01,8.000000000000000167e-03,-9.629999999999999671e-01
-1.100000000000000006e-01,6.009999999999999787e-01,8.850000000000000089e-01
-1.980000000000000093e-01,5.320000000000000284e-01,9.469999999999999529e-01
-4.100000000000000172e-02,6.470000000000000195e-01,8.239999999999999547e-01
