0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.260000000000000009e-01,-3.300000000000000155e-02,-1.499999999999999944e-02
2.199999999999999872e-02,2.600000000000000089e-01,-5.919999999999999707e-01
-6.199999999999999956e-02,-8.699999999999999400e-02,-1.046000000000000041e+00
-1.270000000000000018e-01,-3.300000000000000155e-02,-2.299999999999999961e-02
-1.849999999999999978e-01,2.829999999999999738e-01,-5.480000000000000426e-01
-2.730000000000000204e-01,-2.620000000000000107e-01,-4.050000000000000266e-01
5.000000000000000104e-03,3.170000000000000040e-01,5.310000000000000275e-01
5.000000000000000104e-03,4.229999999999999871e-01,6.510000000000000231e-01
-2.900000000000000147e-02,5.450000000000000400e-01,8.010000000000000453e-01
-3.400000000000000244e-01,3.679999999999999938e-01,5.340000000000000302e-01
-4.650000000000000244e-01,1.199999999999999956e-01,2.740000000000000213e-01
-6.169999999999999929e-01,1.829999999999999960e-01,2.299999999999999961e-02
3.240000000000000102e-01,3.529999999999999805e-01,5.639999999999999458e-01
4.069999999999999729e-01,8.799999999999999489e-02,3.220000000000000084e-01
3.529999999999999805e-01,2.929999999999999827e-01,1.189999999999999947e-01
2.730000000000000204e-01,4.189999999999999836e-01,1.170000000000000068e-01
2.969999999999999862e-01,4.849999999999999867e-01,9.099999999999999756e-02
3.079999999999999960e-01,4.839999999999999858e-01,5.199999999999999761e-02
3.170000000000000040e-01,4.689999999999999725e-01,2.400000000000000050e-02
3.330000000000000182e-01,4.089999999999999747e-01,-5.000000000000000104e-03
-6.199999999999999956e-02,8.899999999999999578e-02,-1.177000000000000046e+00
-5.399999999999999939e-02,-2.079999999999999905e-01,-1.165999999999999925e+00
-1.000000000000000021e-02,6.550000000000000266e-01,7.820000000000000284e-01
5.700000000000000205e-02,5.739999999999999547e-01,8.359999999999999654e-01
-5.280000000000000249e-01,3.220000000000000084e-01,-2.999999999999999889e-02
-6.009999999999999787e-01,3.350000000000000200e-01,-1.000000000000000021e-02
-6.290000000000000036e-01,3.170000000000000040e-01,-1.799999999999999864e-02
-6.750000000000000444e-01,2.099999999999999922e-01,-4.000000000000000083e-02
-6.750000000000000444e-01,1.729999999999999871e-01,-3.200000000000000067e-02
-3.619999999999999885e-01,-3.589999999999999858e-01,-5.520000000000000462e-01
-2.879999999999999782e-01,-3.669999999999999929e-01,-2.349999999999999867e-01
-8.799999999999999489e-02,6.420000000000000151e-01,7.790000000000000258e-01
-1.229999999999999982e-01,5.510000000000000453e-01,8.259999999999999565e-01
-6.099999999999999867e-02,6.939999999999999503e-01,7.179999999999999716e-01
